"sub","POA","token","syll_dur","v_dur","vot","Av","Ahi","max23","HiDiff","F23Diff"
17,4,137,0.251,0.236,0.015,57.8,16.9,26.3,40.9,31.5
22,3,94,0.159,0.146,0.013,53.9,3.4,22.4,50.5,31.5
13,4,181,0.1128,0.093,0.0198,55.7,18.1,24.1,37.6,31.6
15,4,142,0.309,0.301,0.008,47.8,11.3,16.2,36.5,31.6
21,2,50,0.273,0.258,0.015,53.4,17.5,21.8,35.9,31.6
21,3,109,0.149,0.116,0.033,51.5,13.9,19.9,37.6,31.6
22,3,86,0.147,0.136,0.011,54.3,10.7,22.7,43.6,31.6
14,2,14,0.3098,0.2803,0.0295,45.6,12.2,13.9,33.4,31.7
17,3,96,0.334,0.283,0.051,46.9,11.5,15.2,35.4,31.7
14,4,28,0.1496,0.1247,0.0249,42.3,-7.2,10.5,49.5,31.8
17,2,59,0.255,0.255,1e-04,55,20,23.2,35,31.8
17,4,163,0.101,0.091,0.01,60.2,7,28.4,53.2,31.8
20,1,45,0.115,0.112,0.003,38.7,-4.4,6.9,43.1,31.8
14,4,22,0.2422,0.2317,0.0105,42,-2,10.1,44,31.9
14,2,11,0.3435,0.3119,0.0316,40.9,14.1,9,26.8,31.9
15,4,145,0.334,0.326,0.008,49.7,9.4,17.8,40.3,31.9
20,2,76,0.08,0.063,0.017,44.5,7.6,12.6,36.9,31.9
21,2,49,0.263,0.249,0.014,51.1,22.2,19.2,28.9,31.9
22,3,102,0.115,0.105,0.01,61.2,9.9,29.3,51.3,31.9
15,4,170,0.226,0.218,0.008,45.2,11,13.2,34.2,32
21,4,150,0.096,0.08,0.016,55.6,20.5,23.6,35.1,32
14,2,24,0.2053,0.1905,0.0148,37.3,6.7,5.2,30.6,32.1
14,2,7,0.2592,0.2424,0.0168,42.2,10.4,10.1,31.8,32.1
17,3,97,0.322,0.266,0.056,47.4,12.7,15.3,34.7,32.1
22,2,49,0.212,0.203,0.009,53.1,15.9,21,37.2,32.1
17,4,164,0.105,0.089,0.016,57.6,9.4,25.4,48.2,32.2
16,4,13,0.2195,0.2005,0.019,35.6,32.3,12.1,3.3,32.3
17,1,8,0.284,0.264,0.02,51.5,13.2,19.2,38.3,32.3
17,2,68,0.181,0.152,0.029,52.1,16.5,19.8,35.6,32.3
18,4,116,0.223,0.214,0.009,57.8,6.5,25.5,51.3,32.3
22,4,134,0.114,0.11,0.004,59.3,15,27,44.3,32.3
22,4,141,0.107,0.101,0.006,58.7,20.4,26.4,38.3,32.3
14,2,6,0.2561,0.235,0.0211,46,9.4,13.6,36.6,32.4
14,2,9,0.3193,0.2919,0.0274,43.8,6.1,11.4,37.7,32.4
17,1,23,0.18,0.161,0.019,50.1,13.4,17.7,36.7,32.4
19,1,28,0.165,0.147,0.018,56.9,21.7,24.5,35.2,32.4
19,3,86,0.313,0.283,0.03,55.8,15,23.4,40.8,32.4
21,2,79,0.095,0.085,0.01,50.8,29.7,18.4,21.1,32.4
22,4,145,0.103,0.099,0.004,59.5,19.6,27.1,39.9,32.4
22,3,97,0.083,0.076,0.007,58.6,13.9,26.2,44.7,32.4
22,2,45,0.227,0.217,0.01,52.9,9.4,20.5,43.5,32.4
13,1,9,0.2122,0.201,0.0112,53.3,12.6,20.8,40.7,32.5
17,4,138,0.247,0.232,0.015,58.2,11.1,25.7,47.1,32.5
18,3,85,0.266,0.249,0.017,60.3,-0.2,27.8,60.5,32.5
20,1,38,0.12,0.113,0.007,38.5,-4.6,6,43.1,32.5
20,2,72,0.243,0.227,0.016,36.8,3.2,4.3,33.6,32.5
21,3,93,0.281,0.253,0.028,53,10.1,20.5,42.9,32.5
17,2,69,0.18,0.152,0.028,52.5,14.7,19.9,37.8,32.6
21,2,44,0.321,0.308,0.013,55.5,15.6,22.9,39.9,32.6
22,4,137,0.123,0.118,0.005,60.3,23.9,27.7,36.4,32.6
22,3,84,0.138,0.12,0.018,55.7,17.5,23.1,38.2,32.6
13,4,163,0.2126,0.2025,0.0101,53.8,20.6,21,33.2,32.8
14,4,23,0.1772,0.1672,0.01,43,9.3,10.2,33.7,32.8
15,4,156,0.096,0.091,0.005,46.8,11.4,14,35.4,32.8
20,1,22,0.233,0.225,0.008,37.2,-14.3,4.4,51.5,32.8
20,2,70,0.289,0.267,0.022,38.2,4.7,5.4,33.5,32.8
21,2,67,0.22,0.209,0.011,55.9,25,23.1,30.9,32.8
22,4,122,0.177,0.169,0.008,53.2,18.8,20.4,34.4,32.8
15,4,167,0.08,0.072,0.008,44.5,-2.3,11.6,46.8,32.9
17,2,61,0.215,0.194,0.021,55.9,15.6,23,40.3,32.9
17,1,7,0.264,0.246,0.018,56.6,11.4,23.6,45.2,33
21,2,75,0.12,0.11,0.01,50.4,21.9,17.4,28.5,33
13,2,55,0.2466,0.2289,0.0177,55.1,-7.6,22,62.7,33.1
17,2,56,0.272,0.247,0.025,51.6,12.8,18.5,38.8,33.1
17,3,121,0.108,0.074,0.034,52.3,12.5,19.2,39.8,33.1
18,4,115,0.2,0.193,0.007,60.5,3.7,27.4,56.8,33.1
22,2,40,0.34,0.332,0.008,56.4,24.5,23.3,31.9,33.1
15,4,143,0.32,0.312,0.008,47.3,9.5,14.1,37.8,33.2
17,2,71,0.165,0.136,0.029,56.1,13.6,22.9,42.5,33.2
22,4,126,0.11,0.106,0.004,59.8,21.2,26.6,38.6,33.2
22,2,43,0.216,0.208,0.008,53.8,20.6,20.6,33.2,33.2
22,3,90,0.163,0.155,0.008,54.1,11.6,20.9,42.5,33.2
22,3,100,0.129,0.119,0.01,58.7,8.6,25.4,50.1,33.3
13,1,7,0.2123,0.2025,0.0098,56.8,-16.4,23.4,73.2,33.4
15,4,169,0.086,0.077,0.009,46,3.9,12.6,42.1,33.4
19,3,83,0.298,0.259,0.039,60.9,21,27.5,39.9,33.4
19,3,84,0.34,0.3,0.04,58,16.1,24.6,41.9,33.4
22,4,129,0.127,0.123,0.004,58.4,15.9,25,42.5,33.4
14,1,18,0.2161,0.2034,0.0127,34,-13.7,0.5,47.7,33.5
14,3,24,0.2957,0.2582,0.0375,44.5,-14.5,11,59,33.5
16,4,1,0.3305,0.301,0.0295,37.2,33.5,19.8,3.7,33.5
17,1,2,0.295,0.275,0.02,48.4,4.2,14.9,44.2,33.5
20,2,78,0.094,0.074,0.02,39.2,7.3,5.7,31.9,33.5
20,2,68,0.262,0.241,0.021,39.8,7.7,6.3,32.1,33.5
15,4,140,0.331,0.321,0.01,52.8,9.4,19.2,43.4,33.6
17,4,167,0.133,0.121,0.012,56.8,6.6,23.2,50.2,33.6
17,4,165,0.134,0.117,0.017,59,3.3,25.4,55.7,33.6
17,1,25,0.191,0.17,0.021,44.9,12,11.3,32.9,33.6
15,4,155,0.097,0.089,0.008,48.2,8.9,14.5,39.3,33.7
22,4,127,0.12,0.115,0.005,60,20.3,26.3,39.7,33.7
13,1,15,0.2151,0.2058,0.0093,55.7,2.6,21.9,53.1,33.8
13,4,185,0.1267,0.1135,0.0132,56.2,18.3,22.4,37.9,33.8
17,1,26,0.188,0.167,0.021,43.3,15.7,9.5,27.6,33.8
20,1,14,0.322,0.307,0.015,32.9,-6.6,-0.9,39.5,33.8
21,1,6,0.276,0.261,0.015,50,7.1,16.2,42.9,33.8
22,3,103,0.104,0.095,0.009,58.1,9.4,24.3,48.7,33.8
14,3,2,0.3028,0.271,0.0318,48,0.7,14.1,47.3,33.9
15,4,149,0.339,0.332,0.007,48.5,14.2,14.6,34.3,33.9
17,4,160,0.162,0.151,0.011,55.4,7,21.5,48.4,33.9
19,2,46,0.277,0.238,0.039,61.3,21.1,27.4,40.2,33.9
20,1,41,0.096,0.088,0.008,40.3,-11.2,6.4,51.5,33.9
20,1,1,0.45,0.437,0.013,29,-8.1,-4.9,37.1,33.9
17,2,70,0.174,0.149,0.025,55.1,20,21.1,35.1,34
18,3,86,0.295,0.28,0.015,58.1,1,24.1,57.1,34
19,2,47,0.325,0.287,0.038,58.2,15.9,24.2,42.3,34
19,4,114,0.279,0.239,0.04,61.3,21.1,27.3,40.2,34
20,1,33,0.095,0.089,0.006,40.8,-0.6,6.8,41.4,34
20,1,24,0.242,0.235,0.007,37.8,-10.2,3.8,48,34
20,1,35,0.099,0.081,0.018,43.7,-9.1,9.7,52.8,34
20,2,66,0.27,0.251,0.019,36.6,5.8,2.6,30.8,34
22,2,48,0.199,0.194,0.005,55.3,14.5,21.3,40.8,34
17,1,22,0.181,0.162,0.019,50.5,18.3,16.4,32.2,34.1
19,3,88,0.312,0.279,0.033,54.1,18.1,20,36,34.1
20,1,16,0.261,0.253,0.008,34.7,-11.5,0.6,46.2,34.1
21,2,58,0.239,0.231,0.008,55.9,33.1,21.8,22.8,34.1
14,3,42,0.1454,0.1271,0.0183,43.6,-14.9,9.4,58.5,34.2
19,2,51,0.319,0.285,0.034,54,18.1,19.8,35.9,34.2
20,1,7,0.428,0.415,0.013,37.2,-10.2,3,47.4,34.2
22,2,55,0.104,0.099,0.005,57.5,16.8,23.3,40.7,34.2
14,3,11,0.3339,0.2951,0.0388,46.5,14,12.2,32.5,34.3
15,4,163,0.083,0.077,0.006,47.3,3.1,13,44.2,34.3
15,2,50,0.264,0.249,0.015,46.2,6.4,11.9,39.8,34.3
19,4,119,0.315,0.281,0.034,54.1,17.9,19.8,36.2,34.3
20,1,19,0.251,0.238,0.013,36.1,-13.1,1.8,49.2,34.3
21,2,70,0.183,0.171,0.012,52.2,22,17.9,30.2,34.3
14,3,48,0.1357,0.1112,0.0245,36.4,-6.4,2,42.8,34.4
18,3,77,0.262,0.241,0.021,64.6,0.004,30.2,64.596,34.4
19,2,52,0.333,0.279,0.054,56.3,15,21.9,41.3,34.4
21,2,65,0.243,0.232,0.011,54.9,27.9,20.5,27,34.4
21,3,96,0.268,0.241,0.027,54.8,13.4,20.4,41.4,34.4
22,4,140,0.102,0.098,0.004,59.1,18.8,24.7,40.3,34.4
13,4,171,0.2322,0.2198,0.0124,59,23.3,24.5,35.7,34.5
14,2,16,0.3214,0.2929,0.0285,44.4,6.9,9.9,37.5,34.5
17,2,74,0.173,0.148,0.025,51.3,10.6,16.8,40.7,34.5
17,2,75,0.177,0.15,0.027,51.5,13.8,17,37.7,34.5
19,3,89,0.331,0.277,0.054,56.4,14.9,21.9,41.5,34.5
19,4,120,0.337,0.283,0.054,56.3,15.1,21.8,41.2,34.5
21,2,60,0.223,0.214,0.009,55.5,24.5,21,31,34.5
15,4,148,0.34,0.334,0.006,49.9,8.6,15.3,41.3,34.6
22,4,146,0.112,0.107,0.005,61,19.1,26.4,41.9,34.6
22,1,20,0.107,0.101,0.006,60.2,-3.3,25.6,63.5,34.6
14,2,28,0.2048,0.1836,0.0212,41.5,6.2,6.8,35.3,34.7
14,3,4,0.2941,0.2639,0.0302,44.6,7.8,9.9,36.8,34.7
15,2,53,0.238,0.226,0.012,47.1,0.09,12.4,47.01,34.7
22,3,99,0.103,0.096,0.007,58.8,9.7,24.1,49.1,34.7
14,4,36,0.1205,0.1001,0.0204,41.8,-12.5,7,54.3,34.8
18,4,89,0.269,0.259,0.01,58.2,1.9,23.4,56.3,34.8
19,4,115,0.34,0.303,0.037,58,15.7,23.2,42.3,34.8
20,1,36,0.12,0.114,0.006,38.8,-10.2,4,49,34.8
22,4,142,0.099,0.094,0.005,59.6,8.7,24.8,50.9,34.8
13,2,53,0.2609,0.2453,0.0156,56.4,16.7,21.5,39.7,34.9
17,3,122,0.12,0.094,0.026,53.1,11,18.2,42.1,34.9
22,4,123,0.186,0.178,0.008,54.6,15.3,19.7,39.3,34.9
13,1,21,0.1975,0.1816,0.0159,58.3,5.3,23.2,53,35.1
15,4,157,0.081,0.074,0.007,45.8,8.7,10.7,37.1,35.1
15,4,139,0.386,0.378,0.008,47.3,16,12.2,31.3,35.1
17,4,133,0.29,0.275,0.015,53.5,13.1,18.4,40.4,35.1
17,4,166,0.127,0.111,0.016,58.1,4.2,23,53.9,35.1
17,1,9,0.272,0.251,0.021,52.1,12.9,17,39.2,35.1
22,4,131,0.131,0.126,0.005,57.9,16.1,22.8,41.8,35.1
15,2,54,0.215,0.205,0.01,48.3,6.5,13.1,41.8,35.2
17,4,151,0.158,0.145,0.013,56.2,5.2,21,51,35.2
17,2,54,0.313,0.288,0.025,54.2,15.1,19,39.1,35.2
17,2,66,0.185,0.159,0.026,52.3,14.7,17.1,37.6,35.2
18,4,104,0.236,0.227,0.009,55,-3.9,19.8,58.9,35.2
20,1,20,0.254,0.237,0.017,37,-19.8,1.8,56.8,35.2
22,3,108,0.109,0.1,0.009,59.7,14.4,24.5,45.3,35.2
22,3,87,0.15,0.138,0.012,56.6,8.6,21.4,48,35.2
22,1,27,0.116,0.101,0.015,59.5,0.5,24.2,59,35.3
17,4,169,0.126,0.11,0.016,57.5,3.2,22.1,54.3,35.4
17,1,13,0.224,0.206,0.018,54.9,11.8,19.5,43.1,35.4
22,3,98,0.097,0.089,0.008,62.4,11,27,51.4,35.4
15,4,144,0.376,0.366,0.01,50.3,10.7,14.8,39.6,35.5
17,2,53,0.368,0.343,0.025,55.3,14.8,19.8,40.5,35.5
17,2,67,0.188,0.163,0.025,53.3,16.2,17.8,37.1,35.5
20,1,12,0.404,0.392,0.012,36.2,-6.6,0.7,42.8,35.5
22,4,147,0.114,0.109,0.005,62.7,19.7,27.2,43,35.5
22,2,41,0.326,0.318,0.008,59.9,21.4,24.4,38.5,35.5
15,4,137,0.341,0.333,0.008,50.5,13.4,14.9,37.1,35.6
17,2,73,0.172,0.145,0.027,52.4,12.6,16.8,39.8,35.6
22,3,101,0.107,0.101,0.006,59.4,9.6,23.8,49.8,35.6
22,2,50,0.21,0.2,0.01,53.4,15.4,17.8,38,35.6
22,4,135,0.122,0.118,0.004,58.9,12.6,23.2,46.3,35.7
15,2,51,0.236,0.223,0.013,48.5,0.04,12.7,48.46,35.8
22,3,105,0.117,0.104,0.013,61.6,9.2,25.8,52.4,35.8
17,1,41,0.096,0.076,0.02,53.4,17.5,17.5,35.9,35.9
17,2,88,0.113,0.093,0.02,53.9,15.4,18,38.5,35.9
17,2,85,0.112,0.093,0.019,56.1,15.8,20.1,40.3,36
22,4,139,0.085,0.081,0.004,59.4,21.1,23.4,38.3,36
22,3,104,0.116,0.104,0.012,60.9,10.7,24.9,50.2,36
15,2,61,0.097,0.087,0.01,48.3,2.2,12.2,46.1,36.1
15,2,68,0.133,0.122,0.011,43.6,4.2,7.5,39.4,36.1
17,1,4,0.289,0.268,0.021,56.3,13.3,20.2,43,36.1
17,1,11,0.254,0.23,0.024,47.3,14.3,11.2,33,36.1
17,2,72,0.164,0.138,0.026,55.3,15.5,19.2,39.8,36.1
17,2,63,0.202,0.169,0.033,58.7,17.8,22.6,40.9,36.1
18,4,118,0.233,0.225,0.008,57.8,-0.6,21.7,58.4,36.1
17,2,78,0.118,0.099,0.019,58,21.8,21.8,36.2,36.2
20,2,74,0.087,0.069,0.018,43.6,10.2,7.4,33.4,36.2
20,2,80,0.109,0.09,0.019,40.2,5.3,4,34.9,36.2
22,4,148,0.108,0.104,0.004,62.9,22.4,26.7,40.5,36.2
15,2,64,0.102,0.093,0.009,44.7,4.8,8.4,39.9,36.3
22,2,46,0.225,0.215,0.01,54.9,16.2,18.6,38.7,36.3
13,1,12,0.2283,0.2131,0.0152,56.2,7.5,19.8,48.7,36.4
17,1,34,0.109,0.097,0.012,55.1,9.1,18.7,46,36.4
22,4,144,0.115,0.111,0.004,64.5,22.7,28.1,41.8,36.4
17,2,86,0.11,0.086,0.024,57.2,18.6,20.7,38.6,36.5
18,3,83,0.246,0.227,0.019,61.5,2.4,25,59.1,36.5
22,4,136,0.121,0.117,0.004,57.5,10.2,21,47.3,36.5
22,2,39,0.34,0.33,0.01,55.2,20.2,18.7,35,36.5
14,2,35,0.1349,0.1127,0.0222,33.9,-6.3,-2.7,40.2,36.6
15,4,164,0.105,0.098,0.007,45.2,8.8,8.6,36.4,36.6
15,2,42,0.356,0.334,0.022,52.3,14,15.7,38.3,36.6
22,4,133,0.114,0.11,0.004,58.6,16.8,22,41.8,36.6
14,4,32,0.1399,0.1274,0.0125,44.4,-17.4,7.6,61.8,36.8
14,2,27,0.1944,0.1787,0.0157,38.1,1.8,1.3,36.3,36.8
14,3,43,0.1263,0.1058,0.0205,37.2,-3.9,0.4,41.1,36.8
17,1,20,0.212,0.191,0.021,46.1,10.5,9.3,35.6,36.8
17,2,77,0.116,0.093,0.023,60.2,15.2,23.4,45,36.8
21,2,71,0.126,0.108,0.018,52.1,20.8,15.3,31.3,36.8
15,2,55,0.227,0.215,0.012,48.3,1.6,11.4,46.7,36.9
17,1,6,0.304,0.29,0.014,56.7,15.5,19.8,41.2,36.9
19,1,12,0.238,0.211,0.027,61.1,17.4,24.2,43.7,36.9
22,2,52,0.14,0.133,0.007,53.6,14.9,16.7,38.7,36.9
15,2,52,0.24,0.227,0.013,47.6,7,10.6,40.6,37
15,2,63,0.108,0.094,0.014,45.4,1.4,8.4,44,37
17,2,80,0.125,0.105,0.02,57.1,15.5,20.1,41.6,37
20,1,32,0.102,0.097,0.005,40.8,1.3,3.7,39.5,37.1
21,3,100,0.257,0.232,0.025,55.9,18.8,18.8,37.1,37.1
14,4,35,0.1431,0.1274,0.0157,41.2,-16.2,4,57.4,37.2
15,2,72,0.135,0.126,0.009,44.6,-0.2,7.4,44.8,37.2
15,2,77,0.106,0.09,0.016,42.8,4.9,5.6,37.9,37.2
17,2,48,0.309,0.282,0.027,54.5,12.3,17.3,42.2,37.2
18,4,117,0.234,0.225,0.009,57.8,-1.7,20.6,59.5,37.2
21,2,69,0.254,0.242,0.012,54,22.8,16.8,31.2,37.2
13,1,3,0.2203,0.2096,0.0107,53.4,0.09,16.1,53.31,37.3
14,4,31,0.1169,0.0922,0.0247,43.9,-11.1,6.6,55,37.3
17,1,19,0.199,0.179,0.02,50.1,14.3,12.8,35.8,37.3
18,4,110,0.207,0.202,0.005,57.3,-1.8,20,59.1,37.3
18,4,111,0.228,0.219,0.009,61.4,8.7,24.1,52.7,37.3
21,1,1,0.286,0.271,0.015,46.2,7.7,8.9,38.5,37.3
15,4,168,0.1,0.091,0.009,47.6,14.7,10.2,32.9,37.4
22,3,88,0.163,0.153,0.01,55.8,7.8,18.4,48,37.4
14,4,34,0.1546,0.1326,0.022,41.7,-12.4,4.2,54.1,37.5
15,4,136,0.34,0.333,0.007,52.6,14.6,15.1,38,37.5
15,2,80,0.092,0.076,0.016,43.4,-2,5.9,45.4,37.5
14,3,44,0.1298,0.0971,0.0327,33.7,-18.6,-3.9,52.3,37.6
14,3,47,0.1478,0.114,0.0338,34.4,-15.5,-3.2,49.9,37.6
15,2,86,0.106,0.086,0.02,42.3,8.5,4.7,33.8,37.6
20,1,11,0.369,0.357,0.012,38.4,-0.7,0.8,39.1,37.6
15,4,160,0.086,0.078,0.008,47.4,-2.3,9.7,49.7,37.7
15,4,147,0.355,0.346,0.009,52.2,15.7,14.5,36.5,37.7
18,4,113,0.221,0.213,0.008,58.7,0.4,21,58.3,37.7
20,2,82,0.088,0.066,0.022,37.9,5.5,0.2,32.4,37.7
21,1,32,0.122,0.109,0.013,49.7,1.6,12,48.1,37.7
15,4,134,0.361,0.352,0.009,49.1,11.3,11.3,37.8,37.8
17,1,3,0.283,0.263,0.02,53.1,5.5,15.3,47.6,37.8
20,1,29,0.179,0.17,0.009,29.7,-9.1,-8.1,38.8,37.8
22,4,128,0.112,0.107,0.005,58,18.5,20.2,39.5,37.8
22,2,53,0.101,0.095,0.006,56.9,11,19.1,45.9,37.8
14,1,14,0.3265,0.3124,0.0141,48.3,0.2,10.4,48.1,37.9
17,2,82,0.12,0.095,0.025,57.1,17.1,19.2,40,37.9
14,4,27,0.1216,0.1074,0.0142,43.5,-17,5.5,60.5,38
15,2,74,0.119,0.107,0.012,44.5,0.9,6.5,43.6,38
19,1,7,0.356,0.306,0.05,56,16.4,18,39.6,38
20,1,34,0.089,0.082,0.007,42.4,-11.4,4.4,53.8,38
13,1,25,0.1682,0.1558,0.0124,57.5,7.5,19.4,50,38.1
13,2,66,0.2388,0.2198,0.019,58.7,12.3,20.6,46.4,38.1
17,2,76,0.115,0.097,0.018,59.2,19.1,21.1,40.1,38.1
22,2,54,0.109,0.104,0.005,56.7,14.4,18.6,42.3,38.1
22,3,109,0.118,0.108,0.01,59.8,14.3,21.7,45.5,38.1
13,4,140,0.2173,0.2077,0.0096,48.7,3.9,10.5,44.8,38.2
17,1,35,0.099,0.087,0.012,56.3,8.5,18.1,47.8,38.2
17,2,87,0.114,0.092,0.022,55.4,18.4,17.2,37,38.2
22,4,132,0.121,0.116,0.005,57.9,17.3,19.7,40.6,38.2
21,1,4,0.295,0.272,0.023,48.9,12.3,10.6,36.6,38.3
13,2,72,0.1792,0.1616,0.0176,59.4,14.8,21,44.6,38.4
18,4,103,0.264,0.256,0.008,55.4,-1,17,56.4,38.4
21,1,5,0.293,0.274,0.019,51.2,10.3,12.8,40.9,38.4
17,1,24,0.17,0.151,0.019,51.8,13.6,13.3,38.2,38.5
22,3,92,0.162,0.153,0.009,55.9,8.2,17.4,47.7,38.5
22,1,29,0.121,0.098,0.023,61.2,-5.6,22.7,66.8,38.5
15,2,70,0.122,0.11,0.012,43.7,-0.4,5.1,44.1,38.6
18,4,101,0.22,0.212,0.008,54.8,-7.1,16.2,61.9,38.6
14,2,23,0.2112,0.188,0.0232,36,4,-2.7,32,38.7
15,4,161,0.09,0.083,0.007,48,4.8,9.3,43.2,38.7
15,2,66,0.109,0.094,0.015,41.5,3,2.8,38.5,38.7
18,4,106,0.232,0.225,0.007,50.4,-5.8,11.7,56.2,38.7
20,1,10,0.402,0.39,0.012,32.7,-13.1,-6,45.8,38.7
22,3,110,0.133,0.123,0.01,65.5,3.8,26.8,61.7,38.7
13,4,142,0.2738,0.2556,0.0182,50.2,6.9,11.4,43.3,38.8
15,4,153,0.085,0.08,0.005,47.7,12.5,8.9,35.2,38.8
15,1,23,0.129,0.118,0.011,40.4,-11.4,1.6,51.8,38.8
17,1,14,0.194,0.173,0.021,51.3,13.5,12.5,37.8,38.8
17,2,83,0.114,0.093,0.021,56.5,19.8,17.7,36.7,38.8
17,2,50,0.302,0.276,0.026,58.3,13.2,19.4,45.1,38.9
15,2,71,0.138,0.129,0.009,46.6,5.4,7.6,41.2,39
15,2,59,0.21,0.196,0.014,45.6,5,6.6,40.6,39
14,4,33,0.1389,0.1163,0.0226,38.2,-15,-0.9,53.2,39.1
15,2,78,0.098,0.087,0.011,43.3,4.5,4.2,38.8,39.1
15,2,43,0.354,0.339,0.015,53.6,7.1,14.5,46.5,39.1
17,1,17,0.188,0.168,0.02,44.4,12.8,5.3,31.6,39.1
22,2,47,0.216,0.21,0.006,55.4,12.1,16.3,43.3,39.1
13,2,69,0.2313,0.2214,0.0099,55.8,16.1,16.6,39.7,39.2
14,2,26,0.2102,0.187,0.0232,38.5,-2.6,-0.7,41.1,39.2
15,2,75,0.104,0.093,0.011,44.1,4.3,4.9,39.8,39.2
17,4,168,0.123,0.113,0.01,58.1,6.7,18.9,51.4,39.2
17,2,62,0.195,0.172,0.023,59.5,19.9,20.3,39.6,39.2
17,2,65,0.185,0.156,0.029,56,18.4,16.8,37.6,39.2
13,1,4,0.2338,0.2244,0.0094,54.8,-10.1,15.5,64.9,39.3
13,2,76,0.1764,0.1583,0.0181,58.2,2.9,18.9,55.3,39.3
17,1,10,0.245,0.225,0.02,51.2,13.1,11.9,38.1,39.3
18,4,99,0.295,0.286,0.009,53.1,-0.06,13.8,53.16,39.3
14,1,7,0.2675,0.2614,0.0061,44.8,-10.8,5.4,55.6,39.4
14,2,38,0.13,0.106,0.024,41.9,-0.5,2.5,42.4,39.4
15,2,69,0.128,0.115,0.013,43.8,0.5,4.4,43.3,39.4
15,1,28,0.079,0.069,0.01,44.4,-11,4.9,55.4,39.5
17,2,90,0.124,0.1,0.024,55.6,12.2,16.1,43.4,39.5
15,2,76,0.118,0.107,0.011,45.7,3.3,6.1,42.4,39.6
18,4,92,0.288,0.28,0.008,58.2,-3.5,18.6,61.7,39.6
19,1,4,0.504,0.44,0.064,49.5,13,9.9,36.5,39.6
15,2,87,0.111,0.093,0.018,41,4.6,1.3,36.4,39.7
17,1,31,0.096,0.081,0.015,57.5,11.7,17.8,45.8,39.7
15,4,159,0.09,0.083,0.007,48.1,10,8.3,38.1,39.8
17,1,21,0.189,0.17,0.019,50.6,17.9,10.8,32.7,39.8
15,2,48,0.222,0.199,0.023,47.9,8,8,39.9,39.9
17,2,47,0.308,0.288,0.02,55.3,13.3,15.4,42,39.9
20,1,26,0.24,0.223,0.017,38.7,-8.9,-1.2,47.6,39.9
21,1,40,0.114,0.101,0.013,46,1.7,6.1,44.3,39.9
14,2,30,0.1831,0.1614,0.0217,43.7,5,3.7,38.7,40
14,3,39,0.1409,0.1083,0.0326,38.7,-19.2,-1.3,57.9,40
18,2,49,0.217,0.204,0.013,56.1,4,16.1,52.1,40
22,3,85,0.141,0.131,0.01,58.9,3.9,18.9,55,40
15,2,60,0.325,0.311,0.014,46.7,6.8,6.6,39.9,40.1
15,2,83,0.11,0.094,0.016,45.6,6.1,5.5,39.5,40.1
20,1,28,0.213,0.206,0.007,37.1,-12.6,-3,49.7,40.1
22,1,16,0.088,0.084,0.004,61.4,-8.7,21.3,70.1,40.1
22,4,125,0.112,0.105,0.007,58.9,16.3,18.8,42.6,40.1
13,1,10,0.2294,0.2201,0.0093,57,0.9,16.8,56.1,40.2
13,1,5,0.2335,0.2227,0.0108,56,-11.4,15.8,67.4,40.2
17,2,81,0.123,0.094,0.029,54.8,13.7,14.6,41.1,40.2
22,4,149,0.104,0.1,0.004,63.3,22.8,23.1,40.5,40.2
18,4,114,0.188,0.18,0.008,58.9,5.3,18.6,53.6,40.3
19,1,2,0.564,0.52,0.044,48.5,13.8,8.2,34.7,40.3
15,1,2,0.382,0.373,0.009,44.1,-5.3,3.7,49.4,40.4
15,1,25,0.137,0.127,0.01,41.1,-12.7,0.6,53.8,40.5
15,2,73,0.132,0.121,0.011,45.5,3.8,5,41.7,40.5
17,2,46,0.33,0.304,0.026,50.7,8.4,10.2,42.3,40.5
18,4,109,0.198,0.19,0.008,56.6,7.1,16.1,49.5,40.5
21,1,23,0.225,0.206,0.019,51.2,5.3,10.7,45.9,40.5
13,1,42,0.0895,0.0715,0.018,60.7,12.5,20.1,48.2,40.6
14,4,30,0.1179,0.1032,0.0147,47,-8.6,6.4,55.6,40.6
14,3,40,0.1523,0.1137,0.0386,39.1,-14.9,-1.5,54,40.6
22,1,37,0.111,0.106,0.005,58,-2.3,17.4,60.3,40.6
22,1,21,0.113,0.106,0.007,60.4,-9.5,19.8,69.9,40.6
13,1,20,0.1932,0.1847,0.0085,58.1,7.3,17.4,50.8,40.7
15,4,154,0.093,0.087,0.006,48.4,11,7.7,37.4,40.7
21,1,9,0.362,0.345,0.017,50.1,8.4,9.4,41.7,40.7
14,3,45,0.138,0.1178,0.0202,37.6,-13,-3.2,50.6,40.8
15,2,85,0.097,0.079,0.018,42.1,10.9,1.3,31.2,40.8
18,4,93,0.288,0.279,0.009,54.4,-6.1,13.6,60.5,40.8
21,1,31,0.111,0.101,0.01,48.5,5.9,7.7,42.6,40.8
22,1,19,0.101,0.096,0.005,59.9,-1.6,19.1,61.5,40.8
22,1,12,0.226,0.212,0.014,49.4,-12.3,8.6,61.7,40.8
14,2,37,0.1385,0.1113,0.0272,43.5,1.3,2.6,42.2,40.9
17,2,49,0.33,0.299,0.031,54.6,13.5,13.7,41.1,40.9
15,2,47,0.331,0.316,0.015,49.5,2.7,8.5,46.8,41
17,2,64,0.199,0.173,0.026,56.4,12.1,15.4,44.3,41
